Time (ms),Device,Action,Details
1713544798500,Keyboard,Press,Key: space
1713544798592,Keyboard,Release,Key: space
1713544798659,Keyboard,Press,Key: space
1713544798752,Keyboard,Release,Key: space
1713544798811,Keyboard,Press,Key: space
1713544798903,Keyboard,Release,Key: space
1713544798961,Keyboard,Press,Key: space
1713544799054,Keyboard,Release,Key: space
1713544799105,Keyboard,Press,Key: space
1713544799204,Keyboard,Release,Key: space
1713544799256,Keyboard,Press,Key: space
1713544799331,Keyboard,Release,Key: space
1713544799417,Keyboard,Press,Key: space
1713544799499,Keyboard,Release,Key: space
1713544799575,Keyboard,Press,Key: space
1713544799650,Keyboard,Release,Key: space
1713544799717,Keyboard,Press,Key: space
1713544799809,Keyboard,Release,Key: space
1713544799877,Keyboard,Press,Key: space
1713544799976,Keyboard,Release,Key: space
1713544800035,Keyboard,Press,Key: space
1713544800127,Keyboard,Release,Key: space
1713544800186,Keyboard,Press,Key: space
1713544800278,Keyboard,Release,Key: space
1713544800346,Keyboard,Press,Key: space
1713544800430,Keyboard,Release,Key: space
1713544800497,Keyboard,Press,Key: space
1713544800598,Keyboard,Release,Key: space
1713544800649,Keyboard,Press,Key: space
1713544800716,Keyboard,Release,Key: space
1713544801075,Keyboard,Release,Key: w
1713544841924,Keyboard,Press,Key: m
1713544841991,Keyboard,Release,Key: m
1713544855940,Keyboard,Press,Key: esc
1713544856025,Keyboard,Release,Key: esc
1713544856789,Keyboard,Press,Key: esc
1713544856856,Keyboard,Release,Key: esc
1713544857687,Keyboard,Press,Key: w
1713544859694,Keyboard,Press,Key: shift
1713544859854,Keyboard,Release,Key: shift
1713544859955,Keyboard,Press,Key: shift
1713544861877,Keyboard,Press,Key: A
1713544862070,Keyboard,Release,Key: A
1713544862591,Keyboard,Press,Key: A
1713544862742,Keyboard,Release,Key: A
1713544862909,Keyboard,Release,Key: shift
1713544863312,Keyboard,Press,Key: shift
1713544863439,Keyboard,Release,Key: shift
1713544863530,Keyboard,Press,Key: shift
1713544864370,Keyboard,Press,Key: D
1713544864671,Keyboard,Release,Key: D
1713544865033,Keyboard,Press,Key: A
1713544865219,Keyboard,Release,Key: A
1713544865964,Keyboard,Press,Key: A
1713544866065,Keyboard,Release,Key: A
1713544867393,Keyboard,Release,Key: shift
1713544868835,Keyboard,Press,Key: shift
1713544868978,Keyboard,Release,Key: shift
1713544869070,Keyboard,Press,Key: shift
1713544870556,Keyboard,Press,Key: D
1713544870748,Keyboard,Release,Key: D
1713544871068,Keyboard,Press,Key: D
1713544871488,Keyboard,Release,Key: D
1713544871966,Keyboard,Press,Key: A
1713544872226,Keyboard,Release,Key: A
1713544873603,Keyboard,Press,Key: D
1713544873787,Keyboard,Release,Key: D
1713544874200,Keyboard,Press,Key: A
1713544874334,Keyboard,Release,Key: A
1713544875199,Keyboard,Press,Key: D
1713544875962,Keyboard,Release,Key: D
1713544877322,Keyboard,Press,Key: A
1713544878035,Keyboard,Release,Key: A
1713544878480,Keyboard,Press,Key: A
1713544878615,Keyboard,Release,Key: A
1713544880285,Keyboard,Release,Key: shift
1713544881752,Keyboard,Press,Key: shift
1713544881861,Keyboard,Release,Key: shift
1713544881962,Keyboard,Press,Key: shift
1713544884463,Keyboard,Press,Key: A
