Time (ms),Device,Action,Details
1747483691779,Keyboard,Release,Key: w
1747483692207,Keyboard,Press,Key: w
1747483692367,Keyboard,Release,Key: d
1747483692433,Keyboard,Press,Key: d
1747483692923,Keyboard,Release,Key: d
1747483694943,Keyboard,Release,Key: w
1747483694977,Keyboard,Press,Key: r
1747483697135,Keyboard,Release,Key: r
1747483697175,Keyboard,Press,Key: w
1747483697184,Keyboard,Press,Key: a
1747483698636,Keyboard,Release,Key: a
1747483700314,Keyboard,Release,Key: w
1747483700323,Keyboard,Press,Key: r
1747483702463,Keyboard,Release,Key: r
1747483703310,Keyboard,Press,Key: w
1747483703729,Keyboard,Release,Key: w
1747483704502,Keyboard,Press,Key: d
1747483704797,Keyboard,Press,Key: w
1747483705207,Keyboard,Release,Key: d
1747483705249,Keyboard,Release,Key: w
1747483705281,Keyboard,Press,Key: w
1747483705435,Keyboard,Release,Key: w
1747483706272,Keyboard,Press,Key: w
1747483706599,Keyboard,Release,Key: w
1747483711156,Keyboard,Press,Key: d
1747483711316,Keyboard,Press,Key: w
1747483712373,Keyboard,Release,Key: d
1747483712859,Keyboard,Release,Key: w
1747483713296,Keyboard,Press,Key: d
1747483713330,Keyboard,Press,Key: w
1747483713649,Keyboard,Release,Key: d
1747483713666,Keyboard,Release,Key: w
1747483714622,Keyboard,Press,Key: w
1747483714714,Keyboard,Release,Key: w
1747483715443,Keyboard,Press,Key: w
1747483715964,Keyboard,Release,Key: w
1747483716686,Keyboard,Press,Key: w
1747483717576,Keyboard,Release,Key: w
1747483718684,Keyboard,Press,Key: w
1747483718693,Keyboard,Press,Key: d
1747483719115,Keyboard,Release,Key: d
1747483719172,Keyboard,Release,Key: w
1747483719700,Keyboard,Press,Key: w
1747483720237,Keyboard,Release,Key: w
1747483721506,Keyboard,Press,Key: e
1747483723596,Keyboard,Release,Key: e
1747483724150,Keyboard,Press,Key: w
1747483724159,Keyboard,Press,Key: d
1747483725167,Keyboard,Release,Key: d
1747483728216,Keyboard,Release,Key: w
1747483728668,Keyboard,Press,Key: e
1747483730724,Keyboard,Release,Key: e
1747483731187,Keyboard,Press,Key: a
1747483731908,Keyboard,Press,Key: w
1747483732379,Keyboard,Release,Key: a
1747483732807,Keyboard,Press,Key: a
1747483732948,Keyboard,Release,Key: a
1747483733092,Keyboard,Press,Key: a
1747483733394,Keyboard,Release,Key: a
1747483734771,Keyboard,Release,Key: w
1747483735457,Keyboard,Press,Key: w
1747483735467,Keyboard,Press,Key: d
1747483735703,Keyboard,Release,Key: d
1747483735709,Keyboard,Release,Key: w
1747483736172,Keyboard,Press,Key: d
1747483736482,Keyboard,Release,Key: d
1747483736540,Keyboard,Press,Key: w
1747483736717,Keyboard,Release,Key: w
1747483737380,Keyboard,Press,Key: w
1747483737800,Keyboard,Release,Key: w
1747483738312,Keyboard,Press,Key: w
1747483738430,Keyboard,Press,Key: a
1747483739211,Keyboard,Release,Key: a
1747483739270,Keyboard,Release,Key: w
1747483745942,Keyboard,Press,Key: w
1747483746135,Keyboard,Release,Key: w
1747483747092,Keyboard,Press,Key: w
1747483747746,Keyboard,Press,Key: d
1747483748236,Keyboard,Release,Key: d
1747483750289,Keyboard,Press,Key: a
1747483751154,Keyboard,Release,Key: a
1747483752068,Keyboard,Press,Key: a
1747483752244,Keyboard,Release,Key: a
1747483753192,Keyboard,Press,Key: a
1747483755750,Keyboard,Release,Key: a
1747483755768,Keyboard,Release,Key: w
1747483762547,Keyboard,Press,Key: w
1747483762605,Keyboard,Press,Key: a
1747483765667,Keyboard,Release,Key: a
1747483767722,Keyboard,Press,Key: a
1747483768446,Keyboard,Release,Key: a
1747483769971,Keyboard,Press,Key: a
1747483772733,Keyboard,Release,Key: w
1747483773025,Keyboard,Press,Key: w
1747483773782,Keyboard,Release,Key: a
1747483774051,Keyboard,Press,Key: a
1747483775217,Keyboard,Release,Key: a
1747483775494,Keyboard,Press,Key: a
1747483775755,Keyboard,Release,Key: a
1747483775914,Keyboard,Press,Key: a
1747483776116,Keyboard,Release,Key: a
1747483779154,Keyboard,Release,Key: w
1747483779967,Keyboard,Press,Key: w
1747483780253,Keyboard,Press,Key: a
1747483780639,Keyboard,Release,Key: a
1747483781310,Keyboard,Press,Key: d
1747483781411,Keyboard,Release,Key: d
1747483782007,Keyboard,Release,Key: w
1747483782603,Keyboard,Press,Key: w
1747483782864,Keyboard,Release,Key: w
1747483783729,Keyboard,Press,Key: w
1747483784401,Keyboard,Press,Key: d
1747483784879,Keyboard,Release,Key: d
1747483785717,Keyboard,Press,Key: d
1747483786061,Keyboard,Release,Key: d
1747483787228,Keyboard,Press,Key: d
